metadata,unique_words,total_words
org.apache.lucene.analysis.commongrams.CommonGramsFilterFactory,58,169
org.apache.lucene.analysis.pt.PortugueseStemFilterFactory,35,79
org.apache.lucene.analysis.hi.HindiNormalizationFilter,32,91
org.apache.lucene.analysis.core.TypeTokenFilterFactory,61,174
org.apache.lucene.analysis.miscellaneous.SetKeywordMarkerFilter,31,95
org.apache.lucene.analysis.stempel.StempelPolishStemFilterFactory,26,55
org.apache.lucene.analysis.ja.TestJapaneseKatakanaStemFilter,50,97
org.apache.lucene.analysis.ja.TestJapaneseKatakanaStemFilter.$1,20,34
org.apache.lucene.analysis.ja.TestJapaneseKatakanaStemFilter.testKeyword().$2,22,38
org.apache.lucene.analysis.ja.TestJapaneseKatakanaStemFilter.testEmptyTerm().$3,15,25
org.apache.lucene.analysis.de.GermanNormalizationFilter,50,108
org.apache.lucene.analysis.lv.LatvianStemFilter,30,87
org.apache.lucene.collation.TestICUCollationDocValuesField,67,371
org.apache.lucene.analysis.snowball.SnowballPorterFilterFactory,67,165
org.apache.lucene.analysis.miscellaneous.CapitalizationFilterFactory,76,279
org.apache.lucene.analysis.gl.GalicianStemmer,50,130
org.tartarus.snowball.SnowballProgram,138,646
org.apache.lucene.analysis.miscellaneous.ScandinavianNormalizationFilter,49,161
org.apache.lucene.analysis.core.LetterTokenizerFactory,34,71
org.apache.lucene.analysis.position.PositionFilter,25,115
org.apache.lucene.search.MinShouldMatchSumScorer,193,914
"org.apache.lucene.search.MinShouldMatchSumScorer.MinShouldMatchSumScorer(Weight,List<Scorer>,int).$1",5,7
org.apache.lucene.analysis.hunspell.HunspellWord,23,65
org.apache.lucene.benchmark.byTask.tasks.SearchTravRetLoadFieldSelectorTask,59,134
org.apache.lucene.analysis.ngram.NGramFilterFactory,40,118
org.apache.lucene.analysis.ja.TestJapaneseBaseFormFilter,27,61
org.apache.lucene.analysis.ja.TestJapaneseBaseFormFilter.$1,15,28
org.apache.lucene.analysis.ja.TestJapaneseBaseFormFilter.testKeyword().$2,21,38
org.apache.lucene.analysis.ja.TestJapaneseBaseFormFilter.testEmptyTerm().$3,15,25
org.apache.lucene.analysis.sv.SwedishLightStemFilterFactory,36,85
org.apache.lucene.analysis.synonym.TestSlowSynonymFilter,91,895
org.apache.lucene.analysis.synonym.TestSlowSynonymFilter.IterTokenStream,28,131
org.apache.lucene.analysis.icu.GenerateHTMLStripCharFilterSupplementaryMacros,102,284
org.apache.lucene.analysis.icu.ICUFoldingFilter,72,134
org.apache.lucene.analysis.ru.RussianLightStemmer,17,92
org.apache.lucene.analysis.commongrams.CommonGramsFilter,102,371
org.apache.lucene.codecs.StoredFieldsFormat,24,59
org.apache.lucene.analysis.en.PorterStemFilterFactory,35,80
org.apache.lucene.index.Terms,79,241
"org.apache.lucene.index.Terms.intersect(CompiledAutomaton,BytesRef).$1",7,16
org.apache.lucene.search.similarities.MultiSimilarity,49,132
org.apache.lucene.search.similarities.MultiSimilarity.MultiSimScorer,24,95
org.apache.lucene.search.similarities.MultiSimilarity.MultiStats,17,54
org.apache.lucene.index.InvertedDocEndConsumerPerField,7,7
org.apache.lucene.collation.ICUCollationAttributeFactory,82,243
org.apache.lucene.analysis.core.KeywordAnalyzer,22,34
org.apache.lucene.store.RAMFile,27,91
org.apache.lucene.analysis.el.GreekStemFilter,44,112
org.apache.lucene.analysis.fa.TestPersianNormalizationFilter,30,85
org.apache.lucene.analysis.fa.TestPersianNormalizationFilter.testEmptyTerm().$1,14,24
org.apache.lucene.benchmark.byTask.tasks.RepSumByPrefRoundTask,45,141
org.apache.lucene.analysis.ja.tokenattributes.ReadingAttributeImpl,17,97
org.apache.lucene.index.TestOmitNorms,109,889
org.apache.lucene.codecs.simpletext.SimpleTextStoredFieldsFormat,23,63
org.apache.lucene.document.TestDocument,106,1239
org.apache.lucene.analysis.miscellaneous.ScandinavianFoldingFilter,61,143
org.apache.lucene.store.Directory,165,536
"org.apache.lucene.store.Directory.createSlicer(String,IOContext).$1",16,39
org.apache.lucene.store.Directory.IndexInputSlicer,40,70
org.apache.lucene.store.Directory.SlicedIndexInput,43,183
org.apache.lucene.analysis.charfilter.TestMappingCharFilterFactory,34,94
org.apache.lucene.benchmark.byTask.tasks.WriteLineDocTaskTest,111,879
org.apache.lucene.benchmark.byTask.tasks.WriteLineDocTaskTest.WriteLineDocMaker,16,43
org.apache.lucene.benchmark.byTask.tasks.WriteLineDocTaskTest.NewLinesDocMaker,17,46
org.apache.lucene.benchmark.byTask.tasks.WriteLineDocTaskTest.NoBodyDocMaker,14,33
org.apache.lucene.benchmark.byTask.tasks.WriteLineDocTaskTest.NoTitleDocMaker,14,33
org.apache.lucene.benchmark.byTask.tasks.WriteLineDocTaskTest.JustDateDocMaker,12,24
org.apache.lucene.benchmark.byTask.tasks.WriteLineDocTaskTest.LegalJustDateDocMaker,14,28
org.apache.lucene.benchmark.byTask.tasks.WriteLineDocTaskTest.EmptyDocMaker,8,12
org.apache.lucene.benchmark.byTask.tasks.WriteLineDocTaskTest.ThreadingDocMaker,17,51
org.apache.lucene.benchmark.byTask.tasks.WriteLineDocTaskTest.testMultiThreaded().$1,6,7
org.apache.lucene.benchmark.byTask.stats.TaskStats,80,417
org.apache.lucene.analysis.en.KStemData2,3491,3495
org.apache.lucene.analysis.synonym.TestSynonymMapFilter,191,2045
org.apache.lucene.analysis.synonym.TestSynonymMapFilter.testDontKeepOrig().$1,15,27
org.apache.lucene.analysis.synonym.TestSynonymMapFilter.testDoKeepOrig().$2,15,27
org.apache.lucene.analysis.synonym.TestSynonymMapFilter.OneSyn,4,5
org.apache.lucene.analysis.synonym.TestSynonymMapFilter.testRandom2().$3,16,28
org.apache.lucene.analysis.synonym.TestSynonymMapFilter.testRandom2GraphAfter().$4,19,41
org.apache.lucene.analysis.synonym.TestSynonymMapFilter.testEmptyTerm().$5,15,25
org.apache.lucene.analysis.synonym.TestSynonymMapFilter.testRandomHuge().$6,16,28
org.apache.lucene.analysis.synonym.TestSynonymMapFilter.testVanishingTerms().$7,15,27
org.apache.lucene.analysis.synonym.TestSynonymMapFilter.testMatching().$8,15,27
org.apache.lucene.analysis.synonym.TestSynonymMapFilter.testRepeatsOff().$9,15,27
org.apache.lucene.analysis.synonym.TestSynonymMapFilter.testRepeatsOn().$10,15,27
org.apache.lucene.analysis.synonym.TestSynonymMapFilter.testRecursion().$11,15,27
org.apache.lucene.analysis.synonym.TestSynonymMapFilter.testRecursion2().$12,15,27
org.apache.lucene.analysis.synonym.TestSynonymMapFilter.testIncludeOrig().$13,15,27
org.apache.lucene.analysis.synonym.TestSynonymMapFilter.testRecursion3().$14,15,27
org.apache.lucene.analysis.synonym.TestSynonymMapFilter.testRecursion4().$15,15,27
org.apache.lucene.analysis.synonym.TestSynonymMapFilter.testMultiwordOffsets().$16,15,27
org.apache.lucene.analysis.ngram.NGramTokenFilter,108,588
"org.apache.lucene.analysis.ngram.NGramTokenFilter.NGramTokenFilter(Version,TokenStream,int,int).$1",4,9
"org.apache.lucene.analysis.ngram.NGramTokenFilter.NGramTokenFilter(Version,TokenStream,int,int).$2",4,9
org.apache.lucene.analysis.stempel.StempelFilter,49,151
org.apache.lucene.analysis.miscellaneous.TestSingleTokenTokenFilter,18,59
org.apache.lucene.benchmark.byTask.utils.Config,130,965
org.apache.lucene.util.RamUsageEstimator,293,1615
org.apache.lucene.util.RamUsageEstimator.JvmFeature,27,54
org.apache.lucene.util.RamUsageEstimator.ClassCache,10,30
org.apache.lucene.util.RamUsageEstimator.DummyOneFieldObject,4,4
org.apache.lucene.util.RamUsageEstimator.DummyTwoLongObject,2,4
org.apache.lucene.util.RamUsageEstimator.IdentityHashSet<KType>,90,344
org.apache.lucene.util.RamUsageEstimator.IdentityHashSet<KType>.iterator().$1,15,37
org.apache.lucene.codecs.lucene3x.TestImpersonation,12,25
org.apache.lucene.analysis.en.KStemData1,3463,3471
org.apache.lucene.analysis.uima.UIMATypeAwareAnnotationsTokenizer,56,252
org.apache.lucene.codecs.pulsing.TestPulsingPostingsFormat,12,28
org.apache.lucene.analysis.util.FilteringTokenFilter,83,326
org.apache.lucene.analysis.hy.ArmenianAnalyzer,59,264
org.apache.lucene.analysis.hy.ArmenianAnalyzer.DefaultSetHolder,21,35
org.apache.lucene.analysis.cn.TestChineseTokenizer,48,170
org.apache.lucene.analysis.cn.TestChineseTokenizer.JustChineseTokenizerAnalyzer,15,29
org.apache.lucene.analysis.cn.TestChineseTokenizer.JustChineseFilterAnalyzer,19,38
org.apache.lucene.analysis.charfilter.BaseCharFilter,48,153
org.apache.lucene.analysis.pattern.PatternReplaceFilter,47,113
org.apache.lucene.analysis.charfilter.TestMappingCharFilter,141,1054
org.apache.lucene.analysis.charfilter.TestMappingCharFilter.testRandom().$1,17,38
org.apache.lucene.analysis.charfilter.TestMappingCharFilter.testFinalOffsetSpecialCase().$2,16,37
org.apache.lucene.analysis.charfilter.TestMappingCharFilter.testRandomMaps().$3,16,37
org.apache.lucene.util.packed.BulkOperationPacked16,16,97
org.apache.lucene.analysis.fr.TestFrenchLightStemFilterFactory,36,79
org.apache.lucene.analysis.payloads.IdentityEncoder,22,52
org.apache.lucene.analysis.no.NorwegianMinimalStemFilterFactory,42,112
org.apache.lucene.analysis.shingle.ShingleFilterFactory,41,213
org.apache.lucene.analysis.ja.tokenattributes.PartOfSpeechAttributeImpl,16,70
org.apache.lucene.analysis.miscellaneous.TestKeywordMarkerFilterFactory,49,361
org.apache.lucene.index.TestFlushByRamOrCountsPolicy,86,1156
org.apache.lucene.index.TestFlushByRamOrCountsPolicy.IndexThread,36,100
org.apache.lucene.index.TestFlushByRamOrCountsPolicy.MockDefaultFlushPolicy,41,232
org.apache.lucene.codecs.simpletext.SimpleTextSegmentInfoFormat,19,56
org.apache.lucene.analysis.compound.HyphenationCompoundWordTokenFilter,111,657
