metadata,unique_words,total_words
org.apache.zookeeper.server.jersey.jaxb.ZChildrenJSON.ZChildrenJSON(),6,7
"org.apache.zookeeper.server.jersey.jaxb.ZChildrenJSON.ZChildrenJSON(String,String,String,List<String>)",9,30
org.apache.zookeeper.server.jersey.jaxb.ZChildrenJSON.hashCode(),3,5
org.apache.zookeeper.server.jersey.jaxb.ZChildrenJSON.equals(Object),6,17
org.apache.zookeeper.server.jersey.jaxb.ZChildrenJSON.toString(),4,6
org.apache.zookeeper.graph.servlets.FileLoader.FileLoader(MergedLogSource),7,9
org.apache.zookeeper.graph.servlets.FileLoader.handleRequest(JsonRequest),15,32
org.apache.zookeeper.server.jersey.CreateTest.MyWatcher.process(WatchedEvent),5,6
org.apache.zookeeper.server.jersey.CreateTest.data(),25,154
"org.apache.zookeeper.server.jersey.CreateTest.CreateTest(String,String,String,String,ClientResponse.Status,ZPath,byte[],boolean)",13,38
org.apache.zookeeper.server.jersey.CreateTest.testCreate(),35,103
org.apache.zookeeper.graph.LogServer.LogServer(MergedLogSource),24,55
org.apache.zookeeper.graph.LogServer.main(String[]),19,32
org.apache.zookeeper.graph.filterops.XorOp.matches(LogEntry),8,15
org.apache.zookeeper.inspector.gui.Toolbar.Toolbar(IconResource),4,10
"org.apache.zookeeper.inspector.gui.Toolbar.addActionListener(Button,ActionListener)",5,16
org.apache.zookeeper.inspector.gui.Toolbar.getJToolBar(),3,5
org.apache.zookeeper.inspector.gui.Toolbar.toggleButtons(boolean),6,14
org.apache.zookeeper.inspector.gui.Toolbar.init(),12,21
"org.apache.zookeeper.inspector.gui.Toolbar.Button.Button(String,String,boolean)",6,15
org.apache.zookeeper.inspector.gui.Toolbar.Button.createJButton(IconResource),10,27
org.apache.zookeeper.graph.MeasureThroughput.main(String[]),35,175
org.apache.jute.compiler.JString.JString(),4,11
org.apache.jute.compiler.JString.getSignature(),2,2
"org.apache.jute.compiler.JString.genJavaReadWrapper(String,String,boolean)",9,21
"org.apache.jute.compiler.JString.genJavaWriteWrapper(String,String)",7,13
org.apache.zookeeper.graph.servlets.NumEvents.NumEvents(LogSource),6,8
org.apache.zookeeper.graph.servlets.NumEvents.handleRequest(JsonRequest),23,77
org.apache.zookeeper.graph.filterops.StringArg.StringArg(String),4,9
"org.apache.zookeeper.inspector.manager.ZooInspectorNodeManager.setData(String,String)",8,23
org.apache.zookeeper.graph.FilterParser.FilterParser(String),5,8
org.apache.zookeeper.graph.FilterParser.readUntilSpace(),11,22
org.apache.zookeeper.graph.FilterParser.readStringArg(),16,39
org.apache.zookeeper.graph.FilterParser.readNumberArg(),11,24
org.apache.zookeeper.graph.FilterParser.readSymbolArg(),6,12
org.apache.zookeeper.graph.FilterParser.parse(),22,57
org.apache.zookeeper.graph.FilterParser.main(String[]),14,25
org.apache.jute.XmlOutputArchive.putIndent(),7,13
org.apache.jute.XmlOutputArchive.addIndent(),2,3
org.apache.jute.XmlOutputArchive.closeIndent(),2,3
org.apache.jute.XmlOutputArchive.printBeginEnvelope(String),18,42
org.apache.jute.XmlOutputArchive.printEndEnvelope(String),16,34
