metadata,unique_words,total_words
"org.apache.tika.batch.FileConsumerFutureResult.FileConsumerFutureResult(FileStarted,int)",7,14
org.apache.tika.batch.FileConsumerFutureResult.getFileStarted(),2,6
org.apache.tika.batch.FileConsumerFutureResult.getFilesProcessed(),2,4
"org.apache.tika.batch.fs.FSDocumentSelector.FSDocumentSelector(Pattern,Pattern,long,long)",11,46
org.apache.tika.batch.fs.FSDocumentSelector.select(Metadata),18,52
"org.apache.tika.fork.ForkClient.ForkClient(ClassLoader,Object,List<String>)",29,75
org.apache.tika.fork.ForkClient.waitForStartBeacon(),13,17
org.apache.tika.fork.ForkClient.ping(),13,22
"org.apache.tika.fork.ForkClient.call(String,Object)",21,33
"org.apache.tika.fork.ForkClient.sendObject(Object,List<ForkResource>)",42,107
org.apache.tika.fork.ForkClient.close(),10,18
org.apache.tika.fork.ForkClient.waitForResponse(List<ForkResource>),28,61
org.apache.tika.fork.ForkClient.consumeErrorStream(),27,43
org.apache.tika.fork.ForkClient.createBootstrapJar(),20,40
org.apache.tika.fork.ForkClient.fillBootstrapJar(File),48,123
"org.apache.tika.batch.builders.BatchProcessBuilder.build(InputStream,Map<String,String>)",33,86
"org.apache.tika.batch.builders.BatchProcessBuilder.build(Node,Map<String,String>)",73,312
"org.apache.tika.batch.builders.BatchProcessBuilder.buildInterrupter(Node,Map<String,String>)",17,46
"org.apache.tika.batch.builders.BatchProcessBuilder.buildReporter(FileResourceCrawler,ConsumersManager,Node,Map<String,String>)",23,60
"org.apache.tika.batch.builders.BatchProcessBuilder.getNumConsumers(Map<String,String>)",26,65
"org.apache.tika.batch.builders.BatchProcessBuilder.setNumConsumersInRuntimeAttributes(Node,Map<String,String>)",30,110
"org.apache.tika.batch.builders.BatchProcessBuilder.buildQueue(Node,Map<String,String>)",26,79
"org.apache.tika.batch.builders.BatchProcessBuilder.buildConsumersManager(Node,Map<String,String>,ArrayBlockingQueue<FileResource>)",23,55
"org.apache.tika.batch.builders.BatchProcessBuilder.buildCrawler(ArrayBlockingQueue<FileResource>,Node,Map<String,String>)",22,55
org.apache.tika.batch.fs.BatchDriverTest.oneHeavyHangTest(),37,83
org.apache.tika.batch.fs.BatchDriverTest.restartOnFullHangTest(),42,76
