metadata,unique_words,total_words
org.argouml.dev.UndoLogPanel.getInstance(),4,6
org.argouml.dev.UndoLogPanel.UndoLogPanel(),14,26
org.argouml.dev.UndoLogPanel.addMemento(Command),15,27
org.argouml.dev.UndoLogPanel.removeMemento(Command),8,11
"org.argouml.cognitive.ui.ToDoItemAction.ToDoItemAction(String,boolean)",18,31
org.argouml.cognitive.ui.ToDoItemAction.getRememberedTarget(),4,8
org.argouml.cognitive.ui.ToDoItemAction.updateEnabled(Object),7,17
org.argouml.cognitive.ui.ToDoItemAction.isEnabled(Object),9,13
org.argouml.cognitive.ui.WizStepTextField.WizStepTextField(),48,176
"org.argouml.cognitive.ui.WizStepTextField.WizStepTextField(Wizard,String,String,String)",19,41
org.argouml.cognitive.ui.WizStepTextField.getText(),4,6
org.argouml.cognitive.ui.ActionGoToCritique.ActionGoToCritique(ToDoItem),13,24
org.argouml.cognitive.ui.ActionGoToCritique.actionPerformed(ActionEvent),19,39
org.argouml.cognitive.GoalModel.GoalModel(),5,8
org.argouml.cognitive.GoalModel.getGoals(),3,6
org.argouml.cognitive.GoalModel.getGoalList(),3,7
org.argouml.cognitive.GoalModel.addGoal(Goal),5,8
org.argouml.cognitive.GoalModel.removeGoal(Goal),5,8
org.argouml.cognitive.GoalModel.hasGoal(String),11,21
"org.argouml.cognitive.GoalModel.setGoalPriority(String,int)",9,24
org.argouml.cognitive.GoalModel.startDesiring(String),9,17
org.argouml.cognitive.GoalModel.stopDesiring(String),10,18
org.argouml.kernel.AbstractCommand.execute(),2,2
org.argouml.kernel.AbstractCommand.undo(),1,1
org.argouml.kernel.AbstractCommand.isUndoable(),1,1
org.argouml.kernel.AbstractCommand.isRedoable(),1,1
org.argouml.cognitive.critics.Wizard.Wizard(),7,8
org.argouml.cognitive.critics.Wizard.removePanel(int),6,8
org.argouml.cognitive.critics.Wizard.setToDoItem(WizardItem),6,9
org.argouml.cognitive.critics.Wizard.getToDoItem(),3,5
org.argouml.cognitive.critics.Wizard.getProgress(),14,14
org.argouml.cognitive.critics.Wizard.getNumSteps(),9,12
org.argouml.cognitive.critics.Wizard.getCurrentPanel(),12,23
org.argouml.cognitive.critics.Wizard.getPanel(int),8,16
org.argouml.cognitive.critics.Wizard.canGoNext(),13,19
org.argouml.cognitive.critics.Wizard.next(),9,14
org.argouml.cognitive.critics.Wizard.canGoBack(),1,2
org.argouml.cognitive.critics.Wizard.back(),5,10
org.argouml.cognitive.critics.Wizard.canFinish(),3,5
org.argouml.cognitive.critics.Wizard.isStarted(),2,4
org.argouml.cognitive.critics.Wizard.isFinished(),2,4
org.argouml.cognitive.critics.Wizard.finish(),14,23
org.argouml.cognitive.critics.Wizard.makePanel(int),24,39
org.argouml.cognitive.critics.Wizard.doAction(int),18,28
org.argouml.cognitive.critics.Wizard.doAction(),3,5
org.argouml.cognitive.critics.Wizard.undoAction(int),13,23
org.argouml.cognitive.critics.Wizard.undoAction(),3,7
org.argouml.cognitive.critics.Wizard.getStep(),2,4
"org.argouml.cognitive.ui.GoListToPosterToItem.getChild(Object,int)",12,18
org.argouml.cognitive.ui.GoListToPosterToItem.getChildCount(Object),13,18
"org.argouml.cognitive.ui.GoListToPosterToItem.getIndexOfChild(Object,Object)",12,24
org.argouml.cognitive.ui.GoListToPosterToItem.isLeaf(Object),12,17
org.argouml.cognitive.ui.GoListToPosterToItem.getChildren(Object),7,13
org.argouml.cognitive.ui.GoListToPosterToItem.getChildrenList(Object),27,74
"org.argouml.cognitive.ui.GoListToPosterToItem.valueForPathChanged(TreePath,Object)",10,24
org.argouml.cognitive.ui.GoListToPosterToItem.addTreeModelListener(TreeModelListener),7,22
org.argouml.cognitive.ui.GoListToPosterToItem.removeTreeModelListener(TreeModelListener),7,22
"org.argouml.gefext.DeferredBufferedImage.DeferredBufferedImage(Rectangle,int,Editor,int)",50,115
org.argouml.gefext.DeferredBufferedImage.getData(),8,10
org.argouml.gefext.DeferredBufferedImage.getData(Rectangle),17,49
org.argouml.gefext.DeferredBufferedImage.isRasterValid(Rectangle),18,32
org.argouml.gefext.DeferredBufferedImage.computeRaster(Rectangle),49,103
org.argouml.gefext.DeferredBufferedImage.offsetWindow(Rectangle),15,33
org.argouml.gefext.DeferredBufferedImage.copyData(WritableRaster),18,35
org.argouml.gefext.DeferredBufferedImage.getSources(),9,13
org.argouml.gefext.DeferredBufferedImage.getColorModel(),3,7
org.argouml.gefext.DeferredBufferedImage.getMinX(),3,4
org.argouml.gefext.DeferredBufferedImage.getMinY(),3,4
org.argouml.gefext.DeferredBufferedImage.getMinTileX(),4,6
org.argouml.gefext.DeferredBufferedImage.getMinTileY(),4,6
org.argouml.gefext.DeferredBufferedImage.getNumXTiles(),4,6
org.argouml.gefext.DeferredBufferedImage.getNumYTiles(),15,27
org.argouml.gefext.DeferredBufferedImage.getProperty(String),5,7
org.argouml.gefext.DeferredBufferedImage.getPropertyNames(),4,6
org.argouml.gefext.DeferredBufferedImage.getSampleModel(),3,7
"org.argouml.gefext.DeferredBufferedImage.getTile(int,int)",22,53
org.argouml.gefext.DeferredBufferedImage.getTileGridXOffset(),5,8
org.argouml.gefext.DeferredBufferedImage.getTileGridYOffset(),5,8
org.argouml.gefext.DeferredBufferedImage.getTileWidth(),4,8
org.argouml.gefext.DeferredBufferedImage.getTileHeight(),6,12
org.argouml.gefext.DeferredBufferedImage.getWidth(),3,6
org.argouml.gefext.DeferredBufferedImage.getHeight(),3,6
org.argouml.cognitive.checklist.CheckManager.CheckManager(),3,3
org.argouml.cognitive.checklist.CheckManager.getChecklistFor(Object),9,19
org.argouml.cognitive.checklist.CheckManager.lookupChecklist(Class),34,69
"org.argouml.cognitive.checklist.CheckManager.register(Object,Checklist)",10,14
org.argouml.cognitive.checklist.CheckManager.getStatusFor(Object),12,31
org.argouml.notation.providers.uml.AssociationRoleNotationUml.AssociationRoleNotationUml(Object),7,12
org.argouml.notation.providers.uml.AssociationRoleNotationUml.getParsingHelp(),11,16
"org.argouml.notation.providers.uml.AssociationRoleNotationUml.parse(Object,String)",37,60
"org.argouml.notation.providers.uml.AssociationRoleNotationUml.parseRole(Object,String)",53,241
"org.argouml.notation.providers.uml.AssociationRoleNotationUml.toString(Object,Map)",22,67
org.argouml.notation.providers.ClassifierRoleNotation.ClassifierRoleNotation(Object),13,23
"org.argouml.notation.providers.ClassifierRoleNotation.initialiseListener(PropertyChangeListener,Object)",13,28
org.argouml.configuration.ConfigurationKey.getKey(),5,7
org.argouml.configuration.ConfigurationKey.isChangedProperty(PropertyChangeEvent),11,24
org.argouml.notation.providers.uml.AssociationEndNameNotationUml.getInstance(),6,16
org.argouml.notation.providers.uml.AssociationEndNameNotationUml.AssociationEndNameNotationUml(),5,5
org.argouml.notation.providers.uml.AssociationEndNameNotationUml.getParsingHelp(),11,16
"org.argouml.notation.providers.uml.AssociationEndNameNotationUml.parse(Object,String)",36,60
"org.argouml.notation.providers.uml.AssociationEndNameNotationUml.parseAssociationEnd(Object,String)",44,188
"org.argouml.notation.providers.uml.AssociationEndNameNotationUml.toString(Object,Map)",20,54
org.argouml.ui.cmd.ActionPageSetup.ActionPageSetup(),11,17
org.argouml.ui.cmd.ActionPageSetup.actionPerformed(ActionEvent),12,22
"org.argouml.cognitive.Decision.Decision(String,int)",9,12
org.argouml.cognitive.Decision.hashCode(),3,6
org.argouml.cognitive.Decision.equals(Object),4,7
org.argouml.cognitive.Decision.getName(),3,5
org.argouml.cognitive.Decision.setName(String),5,7
org.argouml.cognitive.Decision.getPriority(),1,3
org.argouml.cognitive.Decision.setPriority(int),3,5
org.argouml.cognitive.Decision.toString(),2,3
org.argouml.cognitive.ToDoListEvent.ToDoListEvent(),4,4
org.argouml.cognitive.ToDoListEvent.ToDoListEvent(List<ToDoItem>),17,26
org.argouml.cognitive.ToDoListEvent.getToDoItems(),3,6
org.argouml.cognitive.ToDoListEvent.getToDoItemList(),5,8
org.argouml.kernel.ProjectManager.getManager(),6,8
org.argouml.kernel.ProjectManager.ProjectManager(),8,11
org.argouml.kernel.ProjectManager.addPropertyChangeListener(PropertyChangeListener),7,23
org.argouml.kernel.ProjectManager.removePropertyChangeListener(PropertyChangeListener),7,23
"org.argouml.kernel.ProjectManager.firePropertyChanged(String,Object,Object)",20,63
org.argouml.kernel.ProjectManager.setCurrentProject(Project),24,72
org.argouml.kernel.ProjectManager.getCurrentProject(),35,58
org.argouml.kernel.ProjectManager.makeEmptyProject(),3,11
org.argouml.kernel.ProjectManager.makeEmptyProject(boolean),28,49
org.argouml.kernel.ProjectManager.makeEmptyProject(boolean).$1.execute(),26,50
org.argouml.kernel.ProjectManager.createDefaultDiagrams(),28,83
org.argouml.kernel.ProjectManager.setSaveAction(Action),13,31
org.argouml.kernel.ProjectManager.isSaveActionEnabled(),8,16
org.argouml.kernel.ProjectManager.setSaveEnabled(boolean),20,30
org.argouml.kernel.ProjectManager.removeProject(Project),5,17
org.argouml.kernel.ProjectManager.execute(ModelCommand),23,50
org.argouml.kernel.ProjectManager.execute(ModelCommand).$2.undo(),3,4
org.argouml.kernel.ProjectManager.execute(ModelCommand).$2.isUndoable(),3,4
org.argouml.kernel.ProjectManager.execute(ModelCommand).$2.isRedoable(),3,4
org.argouml.kernel.ProjectManager.execute(ModelCommand).$2.execute(),4,5
org.argouml.kernel.ProjectManager.execute(ModelCommand).$2.toString(),3,5
org.argouml.language.ui.LanguageComboBox.LanguageComboBox(),21,28
org.argouml.language.ui.LanguageComboBox.finalize(),9,10
org.argouml.language.ui.LanguageComboBox.refresh(),20,27
org.argouml.language.ui.LanguageComboBox.generatorChanged(ArgoGeneratorEvent),10,23
org.argouml.language.ui.LanguageComboBox.generatorAdded(ArgoGeneratorEvent),10,23
org.argouml.language.ui.LanguageComboBox.generatorRemoved(ArgoGeneratorEvent),10,23
org.argouml.ui.explorer.ExplorerEventAdaptor.getInstance(),5,12
org.argouml.ui.explorer.ExplorerEventAdaptor.ExplorerEventAdaptor(),37,66
org.argouml.ui.explorer.ExplorerEventAdaptor.structureChanged(),4,8
org.argouml.ui.explorer.ExplorerEventAdaptor.modelElementRemoved(Object),5,13
org.argouml.ui.explorer.ExplorerEventAdaptor.modelElementAdded(Object),18,30
org.argouml.ui.explorer.ExplorerEventAdaptor.modelElementChanged(Object),18,30
org.argouml.ui.explorer.ExplorerEventAdaptor.setTreeModelUMLEventListener(TreeModelUMLEventListener),10,27
org.argouml.ui.explorer.ExplorerEventAdaptor.propertyChange(java.beans.PropertyChangeEvent),52,171
org.argouml.ui.explorer.ExplorerEventAdaptor.ProfileChangeListener.profileAdded(ArgoProfileEvent),6,7
org.argouml.ui.explorer.ExplorerEventAdaptor.ProfileChangeListener.profileRemoved(ArgoProfileEvent),6,7
org.argouml.ui.explorer.rules.GoModelToNode.getRuleName(),13,16
org.argouml.ui.explorer.rules.GoModelToNode.getChildren(Object),23,32
org.argouml.ui.explorer.rules.GoModelToNode.getDependencies(Object),14,17
org.argouml.ui.explorer.rules.GoModelElementToComment.getChildren(Object),19,26
org.argouml.ui.explorer.rules.GoModelElementToComment.getRuleName(),14,17
org.argouml.ui.explorer.rules.GoModelElementToComment.getDependencies(Object),19,30
org.argouml.cognitive.CompoundCritic.CompoundCritic(),3,5
"org.argouml.cognitive.CompoundCritic.CompoundCritic(Critic,Critic)",7,19
"org.argouml.cognitive.CompoundCritic.CompoundCritic(Critic,Critic,Critic)",7,23
"org.argouml.cognitive.CompoundCritic.CompoundCritic(Critic,Critic,Critic,Critic)",7,29
org.argouml.cognitive.CompoundCritic.setCritics(List<Critic>),7,11
org.argouml.cognitive.CompoundCritic.getCritics(),3,6
org.argouml.cognitive.CompoundCritic.getCriticList(),4,8
org.argouml.cognitive.CompoundCritic.addCritic(Critic),7,10
org.argouml.cognitive.CompoundCritic.removeCritic(Critic),5,8
"org.argouml.cognitive.CompoundCritic.critique(Object,Designer)",13,20
org.argouml.cognitive.CompoundCritic.supports(Decision),4,5
org.argouml.cognitive.CompoundCritic.getSupportedDecisions(),7,7
org.argouml.cognitive.CompoundCritic.addSupportedDecision(Decision),6,7
org.argouml.cognitive.CompoundCritic.supports(Goal),4,5
org.argouml.cognitive.CompoundCritic.getSupportedGoals(),7,7
org.argouml.cognitive.CompoundCritic.addSupportedGoal(Goal),6,7
org.argouml.cognitive.CompoundCritic.containsKnowledgeType(String),6,11
org.argouml.cognitive.CompoundCritic.addKnowledgeType(String),7,8
"org.argouml.cognitive.CompoundCritic.expand(String,ListSet)",9,10
org.argouml.cognitive.CompoundCritic.getClarifier(),5,5
org.argouml.cognitive.CompoundCritic.isActive(),3,4
org.argouml.cognitive.CompoundCritic.isEnabled(),1,1
"org.argouml.cognitive.CompoundCritic.toDoItem(Object,Designer)",7,8
org.argouml.cognitive.CompoundCritic.getCriticizedDesignMaterials(),15,27
"org.argouml.ui.SaveSwingWorker.SaveSwingWorker(boolean,File)",12,25
org.argouml.ui.SaveSwingWorker.construct(ProgressMonitor),31,54
org.argouml.ui.SaveSwingWorker.initProgressMonitorWindow(),30,54
org.argouml.ui.SaveSwingWorker.finished(),18,22
org.argouml.uml.diagram.activity.ui.InitActivityDiagram.getDetailsTabs(),7,8
org.argouml.uml.diagram.activity.ui.InitActivityDiagram.getProjectSettingsTabs(),8,10
org.argouml.uml.diagram.activity.ui.InitActivityDiagram.getSettingsTabs(),7,9
org.argouml.uml.diagram.activity.ui.InitActivityDiagram.init(),12,26
org.argouml.ui.explorer.rules.GoMessageToAction.getRuleName(),13,16
org.argouml.ui.explorer.rules.GoMessageToAction.getChildren(Object),22,36
org.argouml.ui.explorer.rules.GoMessageToAction.getDependencies(Object),19,29
"org.argouml.persistence.AbstractFilePersister.registerPersister(Class,String,Class<>)",10,19
org.argouml.persistence.AbstractFilePersister.createTempFile(File),18,54
"org.argouml.persistence.AbstractFilePersister.copyFile(File,File)",26,69
