metadata,unique_words,total_words
org.argouml.cognitive.Offender,29,41
org.argouml.ui.explorer.PerspectiveComboBox,33,75
org.argouml.ui.explorer.rules.GoStateMachineToTop,30,84
org.argouml.profile.internal.ModelUtils,30,69
org.argouml.notation.Notation,125,518
org.argouml.pattern.cognitive.critics.CrSingletonViolatedMissingStaticAttr,103,192
org.argouml.persistence.OffenderXMLHelper,33,68
org.argouml.swingext.SpacerPanel,26,58
org.argouml.uml.cognitive.critics.CrCircularInheritance,58,118
org.argouml.uml.diagram.state.ui.ButtonActionNewChangeEvent,18,34
org.argouml.dev.figinspector.FigTree,25,45
org.argouml.ui.SettingsTabUser,72,392
org.argouml.gefext.ArgoFigRect,41,162
org.argouml.cognitive.Decision,54,117
org.argouml.ui.explorer.rules.GoStereotypeToTagDefinition,31,120
org.argouml.notation.providers.CallStateNotation,51,141
org.argouml.application.events.ArgoStatusEventListener,36,113
org.argouml.cognitive.checklist.CheckItem,90,322
org.argouml.ui.SwingWorker,109,378
org.argouml.ui.SwingWorker.ThreadVar,9,19
org.argouml.ui.SwingWorker.TimerListener,16,25
org.argouml.ui.SwingWorker.SwingWorker().$1,2,2
org.argouml.ui.SwingWorker.SwingWorker().$2,10,10
org.argouml.cognitive.Highlightable,14,21
org.argouml.uml.diagram.collaboration.ui.CollaborationDiagramPropPanelFactory,11,33
org.argouml.uml.cognitive.critics.CrTooManyStates,44,84
org.argouml.gefext.ArgoFigSpline,40,164
org.argouml.cognitive.ui.WizStepChoice,73,263
org.argouml.persistence.OldModelMemberFilePersister,32,71
org.argouml.ui.TreeModelComposite,46,221
org.argouml.ui.JasonsBigTheme,31,264
org.argouml.configuration.ConfigurationHandler,129,989
org.argouml.uml.cognitive.critics.CrDisambigStateName,67,164
org.argouml.notation.ui.NotationComboBox,57,225
org.argouml.notation.ui.InitNotationUI,22,68
org.argouml.notation.InitNotation,20,40
org.argouml.notation.providers.ClassifierRoleNotation,35,71
org.argouml.uml.diagram.static_structure.ui.SelectionSignal,19,33
org.argouml.notation.providers.java.NotationUtilityJava,84,374
org.argouml.uml.cognitive.critics.CrOppEndConflict,58,117
org.argouml.gefext.ArgoModeCreateFigRect,28,49
org.argouml.gefext.ArgoFigCircle,41,162
org.argouml.ui.cmd.ActionSelectAll,16,29
org.argouml.ui.explorer.rules.GoCollaborationToInteraction,28,77
org.argouml.ui.Clarifier,23,36
org.argouml.ui.explorer.rules.GoClassToAssociatedClass,27,73
org.argouml.ui.explorer.rules.GoAssocRoleToMessages,29,82
org.argouml.cognitive.ui.WizStepManyTextFields,65,261
