metadata,unique_words,total_words
org.apache.zookeeper.graph.Log4JEntry,10,42
org.apache.zookeeper.graph.filterops.EqualsOp,15,26
org.apache.zookeeper.server.jersey.resources.RuntimeExceptionMapper,25,52
org.apache.zookeeper.server.jersey.jaxb.ZError,9,21
org.apache.zookeeper.ClientWatchManager,27,48
org.apache.jute.compiler.JVector,52,454
org.apache.zookeeper.util.FatJarMain,71,200
org.apache.zookeeper.util.FatJarMain.Cmd,4,20
org.apache.jute.compiler.CSharpGenerator,36,86
org.apache.zookeeper.graph.servlets.StaticContent,34,71
org.apache.zookeeper.server.jersey.CreateTest,56,327
org.apache.zookeeper.server.jersey.CreateTest.MyWatcher,6,8
org.apache.zookeeper.server.jersey.cfg.HostPortSet,15,69
org.apache.zookeeper.server.DatadirCleanupManager,67,350
org.apache.zookeeper.server.DatadirCleanupManager.PurgeTaskStatus,5,6
org.apache.zookeeper.server.DatadirCleanupManager.PurgeTask,23,65
org.apache.zookeeper.graph.servlets.Throughput,47,151
org.apache.zookeeper.server.ByteBufferInputStream,18,63
org.apache.zookeeper.server.jersey.filters.HTTPBasicAuth,40,108
org.apache.jute.compiler.JFile,44,169
org.apache.zookeeper.graph.servlets.Fs,27,61
org.apache.zookeeper.graph.servlets.Fs.handleRequest(JsonRequest).$1,5,10
org.apache.zookeeper.server.jersey.jaxb.ZStat,43,151
org.apache.zookeeper.server.jersey.cfg.Credentials,11,34
org.apache.jute.compiler.generated.Rcc,99,903
org.apache.zookeeper.graph.JsonGenerator,78,420
org.apache.zookeeper.graph.JsonGenerator.Message,3,10
org.apache.zookeeper.graph.LogIterator,6,8
org.apache.zookeeper.graph.filterops.SymbolArg,5,13
org.apache.jute.RecordReader,39,138
org.apache.zookeeper.graph.filterops.LessThanOp,21,78
org.apache.jute.CsvOutputArchive,33,221
org.apache.jute.XmlInputArchive,42,279
org.apache.jute.XmlInputArchive.Value,10,25
org.apache.jute.XmlInputArchive.XMLParser,28,114
org.apache.jute.XmlInputArchive.XmlIndex,11,16
org.apache.zookeeper.graph.filterops.NotOp,10,18
org.apache.jute.compiler.JFloat,12,15
org.apache.jute.compiler.JCompType,34,160
org.apache.zookeeper.inspector.gui.ZooInspectorIconResources,40,179
org.apache.zookeeper.server.jersey.RestTestSuite,13,26
org.apache.zookeeper.JLineZNodeCompletor,39,129
org.apache.zookeeper.graph.filterops.Arg<T>,4,21
org.apache.zookeeper.inspector.encryption.DataEncryptionManager,11,31
org.apache.jute.compiler.JLong,11,15
org.apache.zookeeper.server.jersey.resources.JAXBContextResolver,39,82
org.apache.zookeeper.server.PrepRequestProcessor,253,2055
org.apache.zookeeper.server.jersey.resources.SessionsResource,67,270
"org.apache.zookeeper.inspector.manager.Pair<K,V>",20,101
org.apache.zookeeper.graph.filterops.OrOp,7,12
org.apache.zookeeper.server.auth.DigestLoginModule,34,72
org.apache.zookeeper.server.quorum.Learner,232,1158
org.apache.zookeeper.server.quorum.Learner.PacketInFlight,7,7
org.apache.zookeeper.AsyncCallback,2,2
org.apache.zookeeper.AsyncCallback.StatCallback,9,12
org.apache.zookeeper.AsyncCallback.DataCallback,10,13
org.apache.zookeeper.AsyncCallback.ACLCallback,11,15
org.apache.zookeeper.AsyncCallback.ChildrenCallback,10,13
org.apache.zookeeper.AsyncCallback.Children2Callback,11,15
org.apache.zookeeper.AsyncCallback.StringCallback,9,12
org.apache.zookeeper.AsyncCallback.VoidCallback,8,9
