metadata,unique_words,total_words
2,31,44
3,16,21
4,12,17
5,5,9
6,76,164
7,26,26
8,20,20
9,18,18
10,17,17
11,17,18
12,18,18
14,36,53
15,19,19
16,16,16
17,18,18
18,16,16
19,17,17
20,19,19
21,19,19
22,43,54
23,18,18
24,19,19
25,17,17
26,18,18
27,18,18
28,19,19
29,16,16
30,18,18
31,17,17
32,17,17
33,16,16
34,17,17
35,16,16
36,18,18
37,19,19
39,18,18
40,17,17
41,17,17
42,17,17
43,19,19
44,14,21
45,94,184
46,19,32
47,18,22
48,16,22
49,28,56
50,41,68
51,22,25
52,13,17
53,5,8
54,3,6
55,18,28
56,21,36
57,27,30
58,36,55
59,36,60
60,6,9
61,31,43
62,19,25
63,34,52
64,13,18
65,28,40
66,5,8
67,8,15
68,29,39
69,21,22
70,17,26
71,40,46
72,21,28
73,14,21
74,23,34
75,14,18
76,16,20
77,39,76
78,33,39
79,191,410
80,24,25
81,9,13
82,33,41
83,42,53
