metadata,unique_words,total_words
org.apache.derby.client.net.ResultSetRequestInterface,23,79
org.apache.derby.client.net.ConnectionReplyInterface,11,50
org.apache.derby.client.am.LogicalPreparedStatement40,49,390
org.apache.derby.client.am.ClobLocatorOutputStream,77,259
org.apache.derby.client.am.StatementCacheInteractor,99,800
org.apache.derbyBuild.javadoc.PurposeTaglet,34,133
org.apache.derbyBuild.MessageVetter,106,442
org.apache.derbyBuild.MessageVetter.main(String[]).$1,5,6
org.apache.derby.catalog.types.OldRoutineType,47,101
org.apache.derby.impl.drda.EXTDTAInputStream,105,590
EventManager,64,440
org.apache.derby.iapi.services.loader.ClassInfo,42,111
org.apache.derby.impl.drda.CcsidManager,43,189
org.apache.derbyBuild.eclipse.DerbyEclipsePlugin,123,508
org.apache.derby.iapi.services.classfile.CONSTANT_Double_info,23,40
org.apache.derby.client.am.Lob,201,780
org.apache.derby.iapi.db.Database,117,319
org.apache.derby.iapi.services.i18n.MessageService,134,709
org.apache.derby.iapi.services.classfile.ClassEnumeration,73,291
org.apache.derby.iapi.sql.compile.Parser,32,71
org.apache.derby.iapi.sql.execute.ConstantAction,12,23
org.apache.derby.client.net.StatementReplyInterface,18,79
org.apache.derby.client.am.ClobLocatorWriter,79,280
org.apache.derby.iapi.jdbc.EngineLOB,46,60
org.apache.derby.client.am.Types,67,353
org.apache.derby.catalog.types.MethodAliasInfo,47,152
org.apache.derby.iapi.sql.execute.TargetResultSet,31,100
org.apache.derby.iapi.sql.compile.TypeCompilerFactory,16,31
SimpleApp,308,1156
org.apache.derby.iapi.types.DateTimeParser,68,337
org.apache.derby.iapi.db.DatabaseContext,3,10
org.apache.derby.client.am.LogicalConnection40,104,688
org.apache.derby.iapi.jdbc.EngineConnection,109,251
org.apache.derby.iapi.jdbc.BrokeredPreparedStatement,186,1351
org.apache.derbyDemo.vtis.snapshot.SnapshotQuery,19,29
org.apache.derby.iapi.services.classfile.ClassInput,8,17
org.apache.derby.jdbc.ClientConnectionPoolDataSource,124,477
org.apache.derby.iapi.store.access.SortInfo,53,142
org.apache.derby.iapi.error.SQLWarningFactory,45,283
org.apache.derby.client.net.CodePoint,448,1251
WwdClientExample,139,434
org.apache.derby.iapi.services.daemon.Serviceable,78,165
org.apache.derby.client.am.UnitOfWorkListener,10,20
org.apache.derby.iapi.services.cache.Cacheable,85,365
org.apache.derby.iapi.sql.dictionary.SequenceDescriptor,103,490
org.apache.derby.iapi.services.io.CloseFilterInputStream,21,78
org.apache.derby.iapi.services.info.ProductVersionHolder,239,1200
org.apache.derby.client.am.BlobLocatorInputStream,95,447
org.apache.derby.iapi.services.cache.CacheableFactory,40,108
org.apache.derby.iapi.store.access.xa.XAResourceManager,85,263
org.apache.derby.iapi.types.SQLVarbit,80,260
org.apache.derby.iapi.sql.compile.OptimizableList,59,143
org.apache.derby.iapi.services.info.Version,54,185
org.apache.derby.client.net.NetDatabaseMetaData,30,71
org.apache.derby.iapi.store.access.conglomerate.LogicalUndo,42,84
org.apache.derby.iapi.sql.dictionary.TableDescriptor,358,3093
org.apache.derby.client.am.Cursor,322,4162
org.apache.derby.impl.services.cache.CacheEntry,124,602
org.apache.derby.client.am.Agent,115,656
org.apache.derby.impl.services.jmx.JMXManagementService,151,763
org.apache.derby.impl.services.jmx.JMXManagementService.findServer().$1,6,8
"org.apache.derby.impl.services.jmx.JMXManagementService.registerMBean(Object,Class,String).$2",15,23
"org.apache.derby.impl.services.jmx.JMXManagementService.jmxRegister(StandardMBean,ObjectName).$3",9,11
org.apache.derby.impl.services.jmx.JMXManagementService.jmxUnregister(ObjectName).$4,8,9
org.apache.derby.impl.sql.catalog.SYSSTATISTICSRowFactory,98,531
org.apache.derby.iapi.types.SQLLongint,213,1395
org.apache.derby.iapi.sql.StatementType,28,39
org.apache.derby.client.net.NetXAConnection,120,755
org.apache.derby.iapi.sql.dictionary.ReferencedKeyConstraintDescriptor,79,584
org.apache.derby.iapi.jdbc.ConnectionContext,49,147
org.apache.derby.iapi.services.classfile.MemberTable,24,111
org.apache.derby.iapi.services.classfile.MemberTableHash,11,70
